date,title,rating,review,sentiment,feature
2021-10-28,Beware for rust spots.,3.0,"These knives are super sharp and look great. Unfortunately, I'd say you need to hand wash and dry immediately.  I left mine in the dishwasher(clean) overnight and they came out with rust spots. Kinda disappointing since they are brand new.",0,Stain resistance
2021-11-01,👎🏾,2.0,Not sharp after about 6 good uses… don’t buy,0,Value
2021-11-27,OK set,2.0,I bought these knives because I needed new sharper knives for T'SGiving but these knives were not sharp enough.  Would not buy them again.,1,Stain resistance
2021-11-28,"Never buy again, not good!",1.0,After months of using them the black paint comes off and gets on my food when I cut.,0,Cover
2021-11-28,Buenos,4.0,Buenos,0,Cover
2021-12-01,Knife,4.0,They are good,0,Quality
2021-12-15,Good knifes but covers slip off to easily,4.0,Cutting board is a nice size knives are very nice the only bad thing is the covers don’t snap in or stay on it’s very loose,0,Value
2021-12-26,Very  handy.,4.0,"I needed new knives and liked the way these looked.  They are just what I was looking for.. They have the sheaves to cover them,  which I liked but didn't need.  I have a magnetic knife board that I love and keep them displayed on that on my counter.  I am very pleased with the knife set.",1,Ease of use
2021-12-30,Great for the price,4.0,I like it so far! The only thing is that the cutting board does not lay completely flat. So when I cut things it makes a loud noise.,0,Stain resistance
2022-01-19,They come sharp but they already dull not a good deal,4.0,I dont like them the orande is already dull,1,Cover
2022-01-26,so far so good,4.0,theyre very sharp and decent. we shall see how long they last,0,Stain resistance
2022-01-28,Came to me dirty like it was used,2.0,Product came to me dirty knife handles and the cutting board,0,Value
2022-02-06,Sharp and value for money knives,4.0,Everyday use in my kitchen. Bought it twice now once for me and a gift for my mom. Only drawback I didn’t receive the knife sharpener that it was advertised with in the first instance,0,Value
2022-02-17,Safe and Easy Knife Set for any beginners,4.0,I use these knives all the time and find myself cooking more because of the variety. Really nice gift purchase for family and friends. Their easy to clean and safe to handle.,1,Color
2022-03-05,It's good for what it cost.,3.0,Camping,0,Stain resistance
2022-03-12,Blue knife broke day one,1.0,"Looked like the perfect set. Colorful, each knife with a cover but the first time I used the blue one literally snapped off the handle despite being soft food.",1,Size
2022-04-04,Ok,3.0,All the knives arrived sharp except one. The pairing knife was very dull. I use a pair now more than any other other set.Disappointed in product,1,Stain resistance
2022-04-26,Item looked used,1.0,Package came pre opened and some of the knives have some wear and tear as if they were used. Ve tú disappointing.,1,Size
2022-05-17,Broke first day,1.0,"I used the pairing knife for the first time and the handle broke off the blade. Sent everything back. Cheap, price reflects that.",1,Value
2022-05-24,Arrived dirty,3.0,"The knives arrived dirty, not sure what on them",1,Value
2022-06-07,Very sharp but easy to break,3.0,Knives are very sharp but small knife broke at the handle when slicing a chicken breast.,0,Value
2022-06-16,To light,3.0,"Knives are sharp but not for long also so light that you forget your cutting or chopping and may be a issue if not alert they easily slip out of grip, but they are cute I mostly use for show, cheap enough.",1,Color
2022-06-22,Not sharp  very cheap,3.0,Very cheap not sharp,1,Color
2022-07-03,All the white turned yellow within 14 days,1.0,Item was returned.  Knifes cut well but the white turned an ugly yellow . Luckily I was still within the return time.,0,Ease of use
2022-07-19,Knives dull quick and cutting board easily stains,2.0,"After just a handful of uses, the knives already need to be sharpened. Also the cutting board stains easily. After cutting meat I season it on the board. Anything red stained the board.",0,Quality
2022-07-23,Pros and cons,3.0,The knives are sharp and they slice beautifully. Grip is good. But after I washed the knives one handle turned yellow.UPDATE:  unfortunately the orange coating is chipping off. My concern is safety. I’m not using now. Would like to know if this has happened to anyone else and what did you do to stop it?,1,Cover
2022-07-26,Blade came off the handle while cutting soft cheese,1.0,"These were gifted to me for Christmas 18 months ago. I use them daily. Last week I was cutting various cheeses and the blade snapped off the handle mid-cut.The card says they have a lifetime warranty. Amazon says to contact the vendor through their website, which doesn't exist. Unless someone responds to this review, I guess I just need to buy new knives.They definitely don't ""stay sharp forever"" unless they mean you can sharpen them forever with the tool you get. I don't want to use the other knives now that one broke in my hand.Amazon should not be sponsoring junk like this.",1,Value
2022-07-29,Not sharp,1.0,Not sharp,1,Ease of use
2022-08-03,Not what I thought they would be,3.0,"These knives look nice. The cutting board is great!When I was cutting with them my thumb would always end up on top of the blade.They aren’t as sharpe as new knives usually are.I also have Cuisinart knives that are much sharper than these, but the paint came off one of them.",0,Cover
2022-08-27,DO NOT GET!!!!,1.0,"I've had these 6 weeks and the coating is  coming off, they are all scratched up. Not happy I only had 4 weeks to return!",0,Value
2022-09-01,"Good value, mediocre knifes",3.0,Good value package. Knifes are sharp initially but dull after moderate home use.,1,Value
2022-09-03,Well…. I DID like these knives…,2.0,"These seemed nice, especially for what they cost. But then this happened while cutting an apple. Boo!  Had these about a year",1,Value
2022-09-11,Broke cutting a piece of cake,1.0,Became dangerous when it broke cutting a piece of cake,0,Size
2022-09-14,Knife broke cutting green pepper,1.0,It broke cutting a green pepper,1,Size
2022-09-17,knives are not sharp,2.0,"Ended up tossing these, knives were dull and weren't very effective",0,Ease of use
2022-09-19,,,They are just okay for sharpness.  Knifes rust after second wash so not impressed with that at all!,1,Size
2022-09-27,Who is going to pay for my hand. Garbage knife broke off at the handle and almost severed my thumb!,1.0,"Who is going to pay for my hand. Garbage knife broke off at the handle and almost severed my thumb!  I'm ashamed I ever allowed such trash in my house.  Knives are totally DULL.  Their incapable of being letter openers, let alone kitchen knives.After this experience I will not be using Amazon!  The seller doesn't even answer their own chat line!",1,Quality
2022-09-30,Satisfied with the product.,4.0,They look exactly as advertised.  So far they work great. They are easy to use and cut well. I'm pleased with the knife set.,1,Ease of use
2022-10-05,Definitely happy,4.0,Honestly I wasn't sure what to expect with this brand of knives. I was pleasantly surprised. They have easy grips as well as it being very sharp. So far no complaints. Definitely recommendable!!!,1,Value
2022-10-05,Cute,4.0,Not bad for the price at all.,0,Quality
2022-10-05,"Cute set, but dangerous defect",3.0,"I ordered 2 of these, one for myself and one for my daughter. My set arrived perfect, unfortunately my daughter's had very tiny metal particles between the teeth of the knife. These pose a hazard of falling off and becoming very dangerous. My set was in perfect condition however. So if you do order, just inspect it and if necessary send back for replacement. She really loves the set, so she is willing to give it another try!",1,Cover
2022-10-09,Works for camper.,3.0,"I bought this set for our camper.  Knives and cutting board that arrived were black and white instead of the colorful set I ordered.  I kept them, rather than the hassle of returning.  Knives are sharp no work well.  Would have rather had the pretty colors, but the set works fine for what I need.",1,Quality
2022-10-13,Wouldn’t give as a gift.,2.0,"I’ve decided these are an attractive inexpensive knife set, that is not all that great. First use of the board (w/these knives) & the board had scratch marks. Then a small knife got stained w/tomato juice & the stain isn’t coming out. They aren’t especially sharp. Just cute. Need to go to better, more expensive knives next time. I don’t recommend these knives.",0,Cover
2022-10-20,Worst,2.0,Pairing knife broke on a tomato... No good,0,Quality
2022-10-22,White part discolored and yellowed,3.0,Within one week the white part of the knives discolored and became yellowed. Looks dirty. Very unimpressed. Don't buy.,1,Size
2022-11-04,Knives weren't very sharp.,3.0,"I'm glad it came with a knife sharpener, because the weren't very sharp when I received them.",1,Value
2022-11-06,Great knives,4.0,"Cuts very well, easily stainable tho",1,Sharpness
2022-11-07,Decent cheap knife set,3.0,"Decent cheap set and light weight. Cutting board is solid. My only issue is the sharpening tool arrived dirty and appears to be used.  If you can get a truly new set, it is worth the price.  Can't say I would recommend due to sharpening tool issue.",1,Cover
2022-11-18,Break in couple use,1.0,"Not reliable after couple of use one of them broken and several other dishwasher discolored,Knife and handle separate after afew usage",1,Ease of use
2022-11-30,functionality,2.0,"For some unexplained reasoning, the blades on all of these knives lost there sharpness.  Thought ceramics last forever, not just a couple of days.",1,Size
2022-12-04,Great and last for over a year,4.0,Bought this last year as I needed a new set of knives and it have been serving it purpose. The only concern I have would be the cutting board staining and being unable to remove it but that might be a user error and not product. The knives still work great but I recommend getting a knife sharpener to use whenever the knife starts to feel dull.,1,Ease of use
2022-12-13,First apartment for a grown child,4.0,Great for my son’s first real apartment.  I would suggest buying a sharpening rod only because if you can’t stand the sound of a knife going through the unit that comes with it.,1,Sharpness
2022-12-14,Poor quality knives,1.0,Not sharp at all …a waste of money,1,Sharpness
2022-12-14,You get what you pay for,2.0,It works for the price,1,Value
2022-12-19,Good for a College Kitchen,4.0,"I'm a college student who loves to cook. The set is easy to hand-wash and good to maneuver. The board holds up very well and I really liked that they included the sharpener (which I highly recommend you use on the knives very often because they WILL become dull otherwise, like all knives). The knives fit well in my hand, with their grips very subtle but effective. The handle of my chef's knife is permanently stained orange from the amount I use it, especially on carrots, which isn't great but expected. The knives and their covers are good to just drop in a drawer instead of having a knife rack. I would advise you NOT TO GIFT THIS SET, as it looks very generic and mass-produced (with a little bit of factory residue that washes off with a good preliminary cleaning and sharpening) and definitely won't impress your uncle or mom. I bought it as dorm cutlery, and it does its job well.",0,Cover
2022-12-23,Cheap and flimsy.,1.0,"The reason these are so inexpensive, is because they're junk. Save your money.",1,Stain resistance
2022-12-29,Sharp,4.0,Sharp and cute. Haven't used sharpener yet but it looks nice. Good for the price.,0,Ease of use
2022-12-30,Space saver,4.0,"Love this counter space saver knife block, which includes a sharpener and cutting board. The knives are great; very sharp and easy to clean and dry. I am happy that I finally have more counter space!",1,Color
2022-12-31,"The Good, Bad, and Overall...",4.0,"The Good: You receive a nice knife set and cutting board.  Each blade fits well and would make for a great house warming gift for someone just starting out.The Bad: It is a bit cumbersome. It has a high profile and it can be tipped over if bumped.  Cutting board may fall out from a bump as well.  It's not unstable, it just has a high profile.  Looks nice though.Overall: The narrow design means it takes up less counter space which is a plus.  I have a lot of appliances and no counters (I use a table).  I'm on a military base in the Middle East so this design fits me well.  Recommend.",1,Sharpness
2023-01-01,"Sturdy and compact, visually appealing",4.0,"The media could not be loaded.
                



We did not necessarily need more kitchen knives but this set caught my eye. The knife display looks like a peacock or fan which is visually appealing. It comes with 7 types of knives for various uses and 6 steak knives. Careful, these black stainless steel knives are sharp so keep away from children. The plastic cutting board fits nicely on the back and the shears and peeler fit into slots on each side. This is a beautiful and compact cutting station for experts and beginners.",0,Sharpness
2023-01-02,Wide set of knives,4.0,"This is an interesting set of knives. I’ve never seen one in a fan shape like this. You can see all the knives in the front which looks nice. It comes with a small cutting board, vegetable peeler and knife sharpener. It does take up quite a bit of space on the counter so if you don’t have much space this might not work. So far the knives work well when cutting. I used them on meat and vegetables. They clean well in the dishwasher.",0,Ease of use
2023-01-02,Price,4.0,I bought it as a gift and she was very happy for how practical the set it.  I know she was telling me the truth.,1,Color
2023-01-03,Very Pleased with this knife set.,4.0,I was very pleased with this knife set.  The product description was true.  Sharp edge and comfortable to use.,1,Color
2023-01-06,nice set overall but honing rod is crap,4.0,"This is a nice, well conceived, budget knife set.  This is a good option for a small kitchen with limited space and has a cutting board included that slides nicely into an integrated pocket that makes for overall compact and good use of space.The knives themselves are probably fine for someone that doesn't really care about knife quality which is most people, I think.  They are light and seem decently balanced.  The honing rod (incorrectly referred to as a sharpener) is terrible however.  It has very aggressive grooves but mine is rife with imperfections that when attempting to use properly (I collect and restore knives and know how to use a honing rod), the knives bite in to the rod.  It is completely unusable. If I were rating this just on the rod it would be a generous 1 star.  So too bad that an otherwise thoughtfully designed set includes this piece of junk.  But overall rating is based upon both the good (mostly) and this one major flaw and I can't deduct more than one star for this.",1,Quality
2023-01-07,Never got to try,3.0,"Item arrived with shipping package in great condition, but when I opened it  the box of knives was half wet with something. Never opened & returned",0,Cover
2023-01-07,Many utensils,4.0,These are nice for the price it was a gift and I learned all was good but the potatoe peeler not so great.,1,Sharpness
2023-01-08,Overall good buy,4.0,"These knives are very sharp! The guards are great for that reason. Overall, I've been using these for a few months and very happy with the performance. The only very minor factor I don't like is that the white parts on the handles are turning yellow - I think from cutting carrots and tomatoes, then I just wash the knives by hand. Probably cleaning with bleach will cure this though, so not a deal breaker at all.",0,Size
2023-01-08,Very appealing set,4.0,"This is actually a great change from your basic butcher block of knives. This set sits against the wall instead of sticking out. Every thing is easy to access and having a cutting board right there as well is nice. It looks good, is heavy sturdy pieces, has plenty of choices, sharp and overall, seems well constructed. I do wish it had scissors but that's ok. I first tried the pairing knife because I use those mostly and have trouble finding ones I like. Most pairing knifes designed like these just don't work well for my needs but to my surprise, I was able to peel apples and potatoes with no issues. This knife is sharp enough to glide through the peelings with little waste and that is a huge plus for me. As long as these knives keep their sharp edge, this will be my new go to set. This also would make a great gift to almost anyone whether house warming, wedding, birthday or just because. My husband thought the chopping board is too small for most needs but I told him that most of my chopping is indeed on this size and pulled out my little chopping board hat I use most and showed him 2 larger sizes I have when I need those. I will update and edit this if the knives quickly degrade but for now, if you like a heavier feel in very sharp knives, this just may be for you.",0,Value
2023-01-09,Excellent value,4.0,"First the knives.  These knives are all stainless steel.  They are lighter in weight and thickness than most knives I have used, but they are sturdy and the blades are rigid enough for good control.  They have a good, sharp edge.  The block and cutting board are all bamboo, which is hard and durable.  I believe the knives, the block and the cutting board will serve me well for many years.  I like the narrow footprint of the set; they don't use much counter space and they keep the knives handy.  Overall, this is an excellent set for the price.",0,Ease of use
2023-01-11,Design Just Doesn't Work,3.0,"Oddly, I chose this because it was very different in style than most knife blocks and looked interesting. In practice, though - it does not work. I need to place this under a cabinet and the way the knives are inserted make it too tall and you have to pull it our from under the cabinet to get a knife out. I ended up keeping the knives and getting a different block.",1,Stain resistance
2023-01-14,Very Lightweight Because Handles I Think Are Plastic,4.0,"This knife block set was valued at $40, so basing my review on that price I would give it about a 4-star overall rating and for value for money and 3 stars for sturdiness. The reason for the 4-star ratings on these features is because the knife handles are extremely light, and I think they are plastic made to look like steel and the block section that holds the knives is wobbly/not sturdy. However, I give these a 5-star rating for easy to clean. The design is great because this butcher block knife holder takes up less space than the typical butcher block knife holder, and the added cutting board is a bonus because it is readily available and in a convenient space. The wood seems to be quality as well.I think this company has a really great idea and design, I just think the manufacture needs to put a little better quality into the material of the knives and sturdiness of the block itself.",1,Stain resistance
2023-01-15,Good deal on a knife set,4.0,"All of these knives work well.  You get a lot of knives, a potato peeler, cutting board, and knife sharpener.  The price is good for all that you get.",0,Value
2023-01-15,"Good set without steak knives, less space",4.0,"I was looking for a knife set that doesn't have steak knives as I don't need those. I was really happy with the design of this as it saves a lot of space. I have it snugged up against the side of my microwave and I've been really happy with this layout.When I first unpacked and washed the knives I was a little concerned about how light they are. I figured they would end up breaking or just being overall trash. But I have been using them for almost a month. I use at least one of the knives on a daily basis and they are sturdy. I haven't had a single issue - which surprised me.The cutting board is too small for my ""prep"" so I still use my old one. I measured this one and it's 11.5"" x 9.75"" on the un-grooved side. The grooved side has less than 9x9"" on it's side. I prefer the grooved side for doing melons and there's no way I could safely chop a melon up on that little space. It IS incredibly convenient for slicing a bagel in the morning (the bread knife in the set is my favorite. Those serrated teeth are hardcore compared to my other similar knife). I can easily grab the cutting board to chop lettuce for my turtle, set it out with sliced citrus fruits for drinks, and other small jobs. The cutting board is sturdy and held right on the knife block so, even though it's small, I am still happy it's there.The ""sharpener"" is not something I will use. If you are reading this...you probably don't want to either. This thing is like a rasp for shoeing horses. I will stick to my little handheld sharpener. I am afraid using that thing would completely ruin my knives.I don't know how long this set will last, but I am a vegetarian so I don't need ""meat quality"" knives and these are sharp and light. I am happier with this than I first thought I would be. It's definitely a good set.",0,Cover
2023-01-16,"A good starter knife set. Not the best, not the worst for the money.",3.0,For the $ decent starter set,1,Quality
2023-01-19,Knives arrived sharpened and ready to go. One piece construction,4.0,"I find that the easiest way to test knives for sharpness is the tomato test: using a regular, not serrated, knife, see if you can easily cut a tomato. As you can see from the picture above, these knives easily passed that test. They came sharpened and ready for use (after washing).The other nice thing about these knives is that the blade and handles are all of one piece. That means you don't need to worry about the blade coming loose later because of dried-out glue or a loosened tang.The knife holder is funky, holding the knives at an angle. That can be good or bad, space-wise, depending on where you place it and how much room you have.The cutting board is small, for my taste. I do like that it's double-sided, with one side having a groove around it to contain juices that might otherwise flow out onto the counter. But the board (for me) wasn't the main impetus for the buy, it was a nice extra thrown in.",1,Sharpness
2023-01-20,Nice but Cheap,2.0,Very nice colors. The knives are sharp and cut into the cutting board. So the cutting board can not be used for meats & veggies. It comes with  sharpener because the knives dull easily.,1,Color
2023-01-21,good,4.0,good,1,Quality
2023-01-21,They're okay,2.0,The knives themselves work pretty well but they change color super quickly and they were mostly hand washed.,0,Size
2023-01-23,TOO SMALL,2.0,This cutting board is very tiny. I’m very disappointed. It looks very cheap like something you’d buy at the $.99 cent store. The knives are cheap and flimsy as well. I do not recommend this,0,Quality
2023-01-27,"Decent knives for the price, don’t use the cutting board",3.0,"For the price these knives are pretty good. They come with a good edge but that won’t last if you use the cutting board that came with it. It is way too hard and dulls knives after one use. May as well use a tile countertop. So decent knives for the price, but do your self a favor and get a different cutting board",0,Stain resistance
2023-01-28,Giftable,4.0,Gift for my son. He appreciated them.,1,Sharpness
2023-02-08,Poor quality board,1.0,Seller is unprofessional for sending a bad quality product. The board is split wood and definitely shouldn’t be sold to consumers. Buyer beware: buy from another company if you want good quality knife set,0,Size
2023-02-10,Sharp and look nice,3.0,Sheaths do not fit snug. Made attempts to contact seller but to no avail.,1,Cover
2023-02-15,Not as expected,2.0,"Completely disappointed I ordered both the black and the colorful set the black set came with the sharpener with letters missing as you can see in the picture then on the coloful set the handle of the red knife came with a slit at the base also see picture, dirty look in both sets",1,Sharpness
2023-02-18,Nice set for the price but knives are not as sharp as needed!,4.0,Was a gift for my son. I was not satisfied with how dull the knives were at all..otherwise it was a nice set for the price.,1,Quality
2023-03-03,Dirty and poorly made.,3.0,"I opened this up out of the package and there was dirt on it, the handle looked like it had been worn out and used. Not sure if it's a 1 mishap but I wouldn't waste my money on something that you bought new but shows up looking old and worn out and used. It's a gamble but knowing what I know now I would not recommend anyone I know to get this product unless they are really pinching pennies.",1,Size
2023-03-04,It comes with a cutting board,3.0,"The set of knives are cute, but after using them several times the sharpness wears out. Some of the knifes covers slide off easily. The knives color comes off very fast",1,Value
2023-03-07,Love the blades,4.0,Blade covers are cheap but they do the job and the price is great.,1,Stain resistance
2023-03-22,The arrived dirty.,3.0,They're nice looking knives and all but the handles have dirt all over them. Definitely would not purchase these again or gift these.,1,Quality
2023-03-29,Used product,1.0,I received my product just to see that it was used. I returned it the same day.,0,Color
2023-04-01,Defective,3.0,You get what you pay for,1,Cover
2023-04-07,"2 Broke within a month , well see how long the rest will last",1.0,The handle separates from the blade sadly . Messaged the seller since I was still within 30 days but no answers,0,Size
2023-04-30,"Sharp, cutting board ok.",4.0,"The knives are sharp and the sharpener is nice. The cutting board is handy not to big, but does the job. Does slide a bit.",1,Size
2023-05-01,Nice knife set,4.0,It serve it purpose. Every knife you may need. 100% happy with it.,0,Color
2023-05-24,Knife broke after pairing an onion,2.0,Orange pairing knife separated from the handle while I was cutting something and I almost cut myself,1,Stain resistance
2023-06-05,Ok,3.0,"It peels off, the black color peels off. Not that I was expecting it to remain black forever but it’s not even up to a month of using it.",0,Sharpness
2023-06-06,Does not fit as described,1.0,Did not fit and came broken on the back side of the case.,1,Ease of use
2023-06-20,Beautiful Display,4.0,"You won’t be disappointed! Total upgrade from my traditional knife set. Not only is the quality great, the display looks amazing on my countertop!",1,Quality
2023-06-27,Missing pieces,2.0,This ws a father's day gift and it is missing the scissors and one knife. I wish I would have opened it whe  I got it and checked if everything was there but I didn't want to ruin the gift bag I put as n extea and the box. I am so upset.,1,Sharpness
2023-06-29,Alright I guess,3.0,"Knifes dull by a month, design is nice though.",1,Cover
2023-07-07,Knives,3.0,These knives are ok for the price not the best but ok.,1,Ease of use
2023-07-28,Received a used product,1.0,I received the product on time but looks like the product was used and returned by somebody else . One of the knife has some stains on the grip .,1,Sharpness
2023-08-03,Sharp,4.0,Great value,0,Stain resistance
2023-08-04,Rust,1.0,Rust spots on knife after one use after hand washing & drying. Not happy at all. However the customer service was wonderful. I was able to return the items with no problem at all. They were prompt & courteous.,0,Ease of use
2023-08-15,Flimsy but ok,4.0,they felt a bit flimsy to me. I need something more sturdy so i did have to return these.,0,Ease of use
2023-08-27,Neat little set!,3.0,"Update: knives are terrible- do not recommend for avid cooks only for  those who will use minimally and perhaps beginners - dorm rooms , 1st apartments perhaps - For advanced and detailed cooking , especially when they’re going to be used repetitively- the knives are not high-quality enough and could potentially become dangerous , - I stand by them being fantastic for cleanliness , space saving , gift set to someone just starting out .  I am oI cook a lot, and am constantly dicing and slicing vegetables and fruit, so I am little underwhelmed when there are so many knives and I am limited to so few for certain tasks. I grab my other favorites when necessary. The quality of this set in my opinion is more focused on its compact design which I love , as well as no potential for the common mildew ( to house the knives) and so much less potential to rust, as this material is highly sustainable.  I put the cutting board on top of my wooden one which Is so convenient and has been a huge bonus ! - The knife sharpener is a nice touch of course . Over all this is a very well rounded set , however keep in mind you are not getting professional knives, and for many , the high quality sharp blade you are looking for . However, this set will get the job done - and is a great space saver as well as a clean and sanitary way to keep your kitchen cooking !",1,Value
2023-09-04,Used?,2.0,"I ordered these for my cousin's new college apartment. When we opened them, they appeared used and scratched. The handles have scratch marks or stains and a couple of the blades have scratch marks.",0,Cover
2023-09-05,"Pretty good, not that heavy",3.0,The set is great. The knife isn’t as heavy as I imagined but it gets the job down. Thanks,1,Sharpness
2023-09-17,Works but knives rust easily,3.0,"The knives work very well and the set looks great in the kitchen but from day one every time I wash a knife and leave it out to dry or if it’s in the dishwasher, it gets spots of rust. I would have expected these to be made from stainless steel or some rust-proof material",1,Ease of use
2023-09-18,Not for kids,1.0,This is not for kids. This set is sharper than a butcher's knife. Only the color is kids friendly.,1,Stain resistance
2023-09-18,Nice set but not sharp,3.0,Very nicely made but not sharp. Looks cute but not sharp at all.,1,Value
2023-09-20,Cute 😍😍,3.0,This set am not sure on what to say as yet cause I bought it for my home in Jamaica still in the box hopefully one day I get to used it,0,Ease of use
2023-09-20,Paint chipping off in food!!,1.0,Paint chipping off in food!!,0,Color
2023-10-01,Not of good quality,4.0,Pretty but not durable. After the first use the knives started rusting.,0,Stain resistance
2023-10-11,Wood block,4.0,I gave 4 star's due to the wood block the Knifes slide into. I think it will ware out quite quickly.,1,Sharpness
2023-10-13,Rusted out after 10 days of use!,1.0,"Do not recommend this product, looks stylish the knives are really sharp but rusted after 10 days of use. I am returning.I am updating my review after five days. Customer support works great, they wrote me quickly, apologized for what happened to my knives, refunded the full amount. Maybe I was unlucky, because before buying I read all the reviews, no one wrote that the knives rust, maybe I will buy one more time these knives, try my luck :)",0,Size
2023-10-20,Poor quality,1.0,In the description they wrote stainless steel and in the first wash they oxidized,1,Size
2023-10-22,Shipped fast,5.0,Great knife set for my daughters first apartment,0,Stain resistance
2023-10-22,Great low-cost set of knives,5.0,I am renting my place out and want to take my expensive CUTCO knives with me. So I got this set to replace those knives. These knives are almost as good as my expensive CUTCO knives highly recommend these for a low-cost alternative.,1,Ease of use
2023-10-23,The cut and colour.,5.0,No Im not at the salon. Just cutting up in the kitchen. Love this set of knives. Sharp and easy to handle. A5 ⭐✨ moment.,1,Ease of use
2023-10-23,Best bang for your buck!,5.0,Perfect set for an incredible price!! Highly recommend!,0,Size
2023-10-23,Diseño lindo,5.0,La calidad son muy buena,1,Quality
2023-10-24,Love the knives,5.0,"Great product! We were in desperate need of new knives and this was spot on! Great value for money, knives are very sharp and durable.",1,Cover
2023-10-24,Good,5.0,"Good size board, small knife chipper after a few months, works well though",1,Value
2023-10-25,Sharp,5.0,Pretty and brightens up kitchen.cuts great.,1,Quality
2023-10-25,Awesome,5.0,Great knife set,1,Stain resistance
2023-10-26,This is an awesome kitchen essential!!!,5.0,I will never go back to my ancient set of knives and cutting board.,0,Size
2023-10-27,Buena inversión,4.0,La calidad y el precio,1,Quality
2023-10-27,I Love them,5.0,I Love them,0,Color
2023-10-27,Knives,3.0,One knife broke when cutting meat.,0,Color
2023-10-27,The knifes are so hard to utilize,1.0,"The knives are incredibly dull right out of the package. They barely make a clean cut through anything, making basic kitchen tasks unnecessarily difficult and time-consuming. I've tried sharpening them myself, but even after multiple attempts, they remain blunt. It's incredibly frustrating to have spent money on knives that are essentially unusable for their intended purpose. I would not recommend these knives to anyone in need of quality kitchen tools.",0,Size
2023-10-28,My knives,5.0,Great value for the money. Beautiful knives. So sharp. I love using them and I love how cool they look in the block.,1,Ease of use
2023-10-29,Great quality,5.0,"Friends had these knives. They were really nice, great quality. So I bought a set. I am not disappointed. Excellent for travel/camping also",1,Cover
2023-11-02,Good value,5.0,Got what I saw,1,Size
2023-11-02,Amazing,5.0,Exactly as it’s advertised. Great product,0,Cover
2023-11-03,Handle material,5.0,I like the handle and blade guards,1,Ease of use
2023-11-04,"Attractive, good quality, affordable knives.",5.0,Just purchased them for a second home. They work well. I liked that they came in an attractive tray with their own knife sharpener.,1,Stain resistance
2023-11-04,No los recomiendo,1.0,Muy mal material ya está despintados no los recomiendo,1,Stain resistance
2023-11-05,Think I just got stuck with a inferior set,3.0,"Not as happy as I thought I would be after reading all of the outstanding reviews.  We keep this knife set in our camper.  So not heavily used.  We only take 8 to 10 camping trips per season.  Note not everything get shopped up so again not a whole lot of use.  I purchased the set on 1/27/2021.  Sat for 5 months before camping started and right out of the gate the 8"" slicing knife handle breaks, rendering the knife useless.  I was not that upset until the same thing with the bread knife?  How does a knife break cutting a loaf of fresh Italian bread?  So yes know I am annoyed. 2 defective knifes in les that 2 years.  Really stinks cause there is no customer service that I can find for EAT NEAT!",1,Ease of use
2023-11-05,Útil,4.0,Podrían mejorar los materiales,1,Size
2023-11-06,Beautiful colors,5.0,This I purchased for my grand daughter who is moving into her first apartment .,1,Cover
2023-11-07,Knives are sharp,5.0,"I like the colors, makes them easy to find in the drawer.",1,Size
2023-11-07,Sharp,5.0,I bought these to go in my camper.  The covers work great and keeps us safe as we dig through  drawers for what we need.  They are super sharp and make cutting very easy.  I am going to get a set for my house now too.,0,Cover
2023-11-08,what i was looking for,5.0,sharp,1,Sharpness
2023-11-11,SHARP,5.0,"These knives are the best and sharpest knives, I have ever purchased.",1,Size
2023-11-11,Wonderful!,5.0,These aren't the most high quality knives in the world but do wonderfully for the price they are! I've had these for over a year and they are still in good condition. I got this for my first apartment and the kit really allowed me to start cooking way more.,1,Value
2023-11-12,Waste of money,1.0,I had a big move & wanted a nice knife set. I added these to my wishlist and someone purchased them for me. WHAT A BIG REGRET! These are absolutely terrible and only stay sharp for the first use. After that they are completely dull and useless.,1,Stain resistance
2023-11-13,College gift,5.0,Great deal for the money!,1,Quality
2023-11-15,Sharp,5.0,They are great and take up no room,1,Color
2023-11-15,Lucy,5.0,I’m so happy that I can finally get light weight knives that are easy to handle and so sharp!😊,0,Quality
2023-11-20,superproduct,5.0,super,1,Size
2023-11-24,Better than all the REST!,5.0,"They are sharp, sleek, and great quality. I love the platform, very modern compared to the usual block. The chopping tray makes the process very convenient and its dishwasher safe. It looks good, saves counter space, enhances you counter ( picture perfect), and great price!",1,Cover
2023-11-26,Cute… but,2.0,Cute but not qualityThe board bent after one use and the knifes rusted.,0,Value
2023-11-27,Wonderful gift,4.0,Purchased for someone else!,0,Color
2023-11-28,So worth it,5.0,Beautiful set,0,Cover
2023-11-28,No los recomiendo,1.0,"si no los lavas al instante que los usas se manchan, al igual si los lavas y no los secas se oxidan.",1,Quality
2023-11-28,Sharp knives!,5.0,The knives are really sharp and good quality,0,Sharpness
2023-11-29,Razor sharp,5.0,"I'd liked the fact that it's a compact knife block with a cutting board. The knives are of great quality, and I got a great deal on them due to black Friday. Just be real careful.  The knives are super sharp . I would definitely buy these again",1,Color
2023-12-02,Knife set,5.0,Love it,1,Stain resistance
2023-12-02,Worth it,5.0,Wish the cutting board was tad bigger but I still get too cut plenty on it I feel like this is still worth the money and the Knife is very sharp I know is common sense but please be careful with your hand just kindly reminder,1,Color
2023-12-03,Very nice set,5.0,These are amazing. Highly recommended.,0,Stain resistance
2023-12-04,As advertised,5.0,I bought this as a gift so I haven’t used it. It comes as advertised.,1,Size
